,shopid,userid
3679,61512464,11
3680,61556313,6691
3681,61595324,24
3682,61613393,14
3683,61655715,1
3684,61682130,1
3685,61745753,18
3686,61747656,10
3687,61749528,2
3688,61758240,27
3689,61758268,1
3690,61776750,5
3691,61803002,2
3692,61808411,3
3693,61808466,1
3694,61808548,23
3695,61811194,124
3696,61814812,4
3697,61816065,16
3698,61823843,1
3699,61899879,2
3700,61900025,1
3701,61935082,2
3702,61936730,36
3703,61978612,44
3704,62106077,5
3705,62211802,1
3706,62291408,2
3707,62333938,5
3708,62343291,11
3709,62351153,8
3710,62351185,9
3711,62351217,16
3712,62353194,39
3713,62353251,8
3714,62353606,154
3715,62374132,28
3716,62374610,50
3717,62375196,3
3718,62382470,8
3719,62394838,1
3720,62395537,48
3721,62395659,1
3722,62396006,3
3723,62398447,97
3724,62398554,2
3725,62415789,18
3726,62505955,2
3727,62650477,31
3728,62653223,1
3729,62666720,21
3730,62680982,5
3731,62704746,1
3732,62704888,6
3733,62704948,13
3734,62707697,32
3735,62712397,87
3736,62713492,70
3737,62713846,106
3738,62713946,2
3739,62714047,35
3740,62717330,5
3741,62717741,12
3742,62795575,59
3743,62830039,16
3744,62837528,4
3745,62850963,2
3746,62947690,29
3747,62959769,1
3748,62989684,2
3749,62989879,3
3750,63000976,31
3751,63001558,9
3752,63001696,59
3753,63001745,10
3754,63002016,1
3755,63002091,3
3756,63002245,3
3757,63002357,2
3758,63002418,1
3759,63103090,1
3760,63110082,6
3761,63249689,2
3762,63328903,1
3763,63329855,43
3764,63346654,6
3765,63346781,12
3766,63346894,32
3767,63346956,3
3768,63356533,20
3769,63356661,13
3770,63356862,2
3771,63359105,8
3772,63363538,14
3773,63363957,1
3774,63364012,3
3775,63364240,15
3776,63369471,88
3777,63370266,20
3778,63371453,29
3779,63381431,62
3780,63428645,6
3781,63445331,26
3782,63450898,3
3783,63459619,1
3784,63475990,11
3785,63476290,5
3786,63493644,1
3787,63525393,18
3788,63525628,2
3789,63525957,2
3790,63526352,37
3791,63526670,12
3792,63526868,3
3793,63538032,10
3794,63542021,1
3795,63546470,19
3796,63632994,2
3797,63636957,70
3798,63647432,3
3799,63651608,2
3800,63652029,12
3801,63652149,3
3802,63652245,2
3803,63653159,4
3804,63663065,38
3805,63665185,26
3806,63671874,3
3807,63672190,7
3808,63673167,1
3809,63673268,1
3810,63673912,21
3811,63674025,6
3812,63674264,2
3813,63675044,16
3814,63684563,24
3815,63692334,14
3816,63703359,4
3817,63779700,11
3818,63840564,12
3819,63840599,21
3820,63840676,29
3821,63840744,10
3822,63840979,9
3823,63841064,7
3824,63841126,14
3825,63841160,17
3826,63841209,10
3827,63841244,12
3828,63841300,4
3829,63859229,14
3830,63879637,1
3831,63888299,46
3832,63908245,2
3833,63960171,1
3834,64058908,1
3835,64071789,5
3836,64076337,2
3837,64111452,18
3838,64111625,7
3839,64111812,29
3840,64111837,55
3841,64111862,5
3842,64111943,6
3843,64111976,34
3844,64112048,3
3845,64112186,16
3846,64112208,4
3847,64112541,26
3848,64112600,13
3849,64112798,138
3850,64112888,111
3851,64112948,38
3852,64112995,38
3853,64113015,13
3854,64113048,15
3855,64113118,74
3856,64113182,18
3857,64113207,12
3858,64113230,23
3859,64113260,16
3860,64113287,8
3861,64113329,4
3862,64113407,32
3863,64113468,14
3864,64129364,3
3865,64129412,6
3866,64129603,13
3867,64129651,6
3868,64129699,9
3869,64129731,5
3870,64148965,8
3871,64149615,1
3872,64165618,2
3873,64186273,4
3874,64190355,1
3875,64191511,38
3876,64191620,23
3877,64216703,11
3878,64237119,88
3879,64243969,2
3880,64244018,2
3881,64244102,6
3882,64244607,8
3883,64323313,1
3884,64328548,1
3885,64360593,1
3886,64363516,9
3887,64369405,1
3888,64369518,6
3889,64370566,1
3890,64375101,69
3891,64375476,156
3892,64375750,82
3893,64375867,56
3894,64376286,154
3895,64376561,79
3896,64384624,1
3897,64384696,40
3898,64388529,34
3899,64388615,30
3900,64393429,2
3901,64393472,11
3902,64393714,1
3903,64394101,9
3904,64394225,44
3905,64394300,1
3906,64394353,60
3907,64394406,72
3908,64394452,6
3909,64394458,23
3910,64394500,58
3911,64394533,68
3912,64394539,16
3913,64394634,23
3914,64394646,10
3915,64472211,18
3916,64477530,5
3917,64492135,222
3918,64498057,5
3919,64504761,1
3920,64505235,1
3921,64514324,45
3922,64516174,35
3923,64516548,28
3924,64516648,13
3925,64518536,1
3926,64525380,14
3927,64526653,1
3928,64625969,158
3929,64645503,8
3930,64655454,7
3931,64655690,12
3932,64744318,3
3933,64756412,1
3934,64759638,4
3935,64760759,1
3936,64881881,32
3937,64909117,481
3938,64909454,116
3939,64909692,124
3940,64910285,34
3941,64912691,4
3942,64917057,3
3943,64917141,31
3944,64917226,50
3945,64917281,23
3946,64918004,4
3947,64920303,3
3948,64922680,260
3949,64963782,1
3950,65034383,25
3951,65035774,1
3952,65079264,7
3953,65217459,1
3954,65281151,1
3955,65290406,1
3956,65308935,2
3957,65318920,1
3958,65319081,3
3959,65319119,22
3960,65320127,1
3961,65320227,2
3962,65323127,1
3963,65335111,1
3964,65335184,9
3965,65362355,18
3966,65414652,13
3967,65453156,21
3968,65467731,1
3969,65471465,4
3970,65474765,49
3971,65496230,3
3972,65500189,39
3973,65500328,1
3974,65551316,30
3975,65600213,6
3976,65644802,4
3977,65649018,74
3978,65692832,11
3979,65693043,1
3980,65740806,4
3981,65740849,30
3982,65744681,5
3983,65745171,2
3984,65748648,2
3985,65748750,1
3986,65751849,20
3987,65761398,11
3988,65806748,34
3989,65883103,6
3990,65883154,11
3991,65883234,231
3992,65884825,45
3993,65885335,13
3994,65885518,31
3995,65885656,224
3996,65889401,10
3997,65919032,1
3998,65920681,37
3999,65926726,30
4000,65949042,1
4001,65949495,3
4002,65949570,11
4003,65977497,1
4004,66194768,16
4005,66207514,2
4006,66232769,11
4007,66240475,5
4008,66326846,48
4009,66332786,4
4010,66337054,142
4011,66342314,56
4012,66342542,3
4013,66342952,24
4014,66359990,1
4015,66363843,1
4016,66375071,16
4017,66375902,54
4018,66375973,18
4019,66385741,16
4020,66391375,30
4021,66391451,44
4022,66391500,15
4023,66391844,16
4024,66397495,77
4025,66399098,2
4026,66407807,1
4027,66407845,56
4028,66407888,66
4029,66407929,2
4030,66408413,29
4031,66408457,2
4032,66408501,57
4033,66463332,11
4034,66484404,48
4035,66517574,3
4036,66517824,2
4037,66526405,13
4038,66534345,1
4039,66534395,29
4040,66540707,4
4041,66545476,2
4042,66551238,1
4043,66551308,1
4044,66551368,1
4045,66551411,3
4046,66630642,4
4047,66630707,33
4048,66630778,19
4049,66630848,50
4050,66630937,8
4051,66631011,3
4052,66658586,9
4053,66708733,5
4054,66708763,11
4055,66715582,74
4056,66741667,1
4057,66788521,40
4058,66792817,1
4059,66796064,120
4060,66812706,3
4061,66822768,7
4062,66823168,1
4063,66836500,2
4064,66836561,16
4065,66836749,4
4066,66837037,39
4067,66844420,11
4068,66844600,10
4069,66844633,15
4070,66849670,1
4071,66861410,136
4072,66861586,22
4073,66861680,28
4074,66861780,23
4075,66861883,18
4076,66862006,18
4077,66862105,30
4078,66862214,78
4079,66868548,18
4080,66876434,7
4081,66888689,1
4082,66909011,1
4083,66921008,1
4084,66955385,11
4085,66957839,1
4086,66992526,1
4087,67017280,16
4088,67017307,50
4089,67048491,2
4090,67099682,46
4091,67146689,5
4092,67148848,3
4093,67162331,13
4094,67162407,44
4095,67166643,1
4096,67302600,2
4097,67364842,34
4098,67433560,9
4099,67570447,1
4100,67627711,3
4101,67661961,6
4102,67729795,251
4103,67846887,92
4104,67846911,6
4105,67864961,2
4106,67867049,15
4107,67875681,4
4108,67960532,70
4109,67975263,134
4110,67992814,2
4111,67999783,1
4112,68002422,1
4113,68019980,7
4114,68020156,1
4115,68033452,5
4116,68149306,1
4117,68167499,1
4118,68266167,8
4119,68421381,4
4120,68442588,1
4121,68457554,70
4122,68457721,17
4123,68459563,4
4124,68459936,2
4125,68460721,1
4126,68464720,4
4127,68465751,9
4128,68466427,1
4129,68469122,5
4130,68475578,5
4131,68477007,30
4132,68478964,71
4133,68480075,6
4134,68480146,4
4135,68500389,2
4136,68603365,15
4137,68604808,3
4138,68604877,115
4139,68604945,6
4140,68609828,26
4141,68618670,13
4142,68716077,89
4143,68717764,6
4144,68733357,3
4145,68735256,27
4146,68753518,8
4147,68766338,6
4148,68766530,29
4149,68772357,38
4150,68789708,16
4151,68836342,13
4152,68836422,5
4153,68836492,16
4154,68836564,1
4155,68848438,1
4156,68848720,3
4157,68849005,4
4158,68849900,3
4159,68849937,6
4160,68851581,35
4161,68855171,1
4162,68855173,2
4163,68855231,2
4164,68857747,16
4165,68858305,11
4166,68859844,19
4167,68862371,102
4168,68876894,1
4169,68880771,3
4170,68896142,1
4171,68904644,8
4172,68907122,2
4173,68907151,11
4174,68907258,5
4175,68909495,20
4176,68943716,15
4177,68947061,2
4178,68973439,21
4179,68973461,20
4180,68986711,18
4181,68986766,54
4182,68986822,11
4183,68999574,17
4184,69020969,23
4185,69032238,1
4186,69032260,123
4187,69033009,3
4188,69033029,1
4189,69033818,1
4190,69033858,1
4191,69034419,20
4192,69040829,5
4193,69040891,1
4194,69040958,14
4195,69041014,1
4196,69170138,4
4197,69267497,2
4198,69350092,1
4199,69379334,11
4200,69379383,10
4201,69379481,13
4202,69392548,20
4203,69392586,3
4204,69392626,16
4205,69407570,12
4206,69433319,12
4207,69433378,1
4208,69501741,1
4209,69574132,1
4210,69574317,3
4211,69575583,66
4212,69579044,10
4213,69583304,5
4214,69583373,44
4215,69681267,56
4216,69703052,11
4217,69766835,1
4218,69813034,1
4219,69820539,6
4220,69820589,15
4221,69821065,2
4222,69824767,1
4223,69827035,18
4224,69827094,3
4225,69838853,4
4226,69838931,30
4227,69843106,2
4228,69847140,1
4229,69861264,8
4230,69872153,12
4231,69879230,3
4232,69889199,41
4233,69889747,44
4234,69891777,16
4235,69909047,1
4236,69910035,5
4237,69955081,1
4238,69961834,4
4239,69961857,1
4240,69961883,4
4241,69961916,8
4242,69961942,5
4243,69971357,3
4244,69979628,5
4245,70006977,1
4246,70009992,27
4247,70022459,5
4248,70048558,120
4249,70048665,51
4250,70049705,11
4251,70049769,15
4252,70049866,31
4253,70049999,1
4254,70050159,40
4255,70095423,2
4256,70177915,3
4257,70314503,2
4258,70329308,10
4259,70385704,3
4260,70455147,1
4261,70474967,43
4262,70476995,14
4263,70500705,4
4264,70504846,1
4265,70506196,1
4266,70506294,109
4267,70506399,17
4268,70509438,3
4269,70509505,25
4270,70509589,24
4271,70518770,59
4272,70519503,14
4273,70524571,2
4274,70524651,24
4275,70524712,5
4276,70524790,15
4277,70524850,13
4278,70524908,106
4279,70524978,59
4280,70525036,10
4281,70532732,69
4282,70533825,7
4283,70609295,5
4284,70628768,1
4285,70650596,6
4286,70656906,19
4287,70675931,1
4288,70683915,9
4289,70684265,64
4290,70701058,3
4291,70711862,1
4292,70777863,8
4293,70787101,2
4294,70790444,32
4295,70831057,1
4296,70837864,3
4297,70846008,2
4298,71007603,2
4299,71007634,2
4300,71007668,1
4301,71007731,7
4302,71007784,47
4303,71007810,3
4304,71010411,10
4305,71018711,86
4306,71020693,1
4307,71057255,8
4308,71058662,4
4309,71060222,3
4310,71060335,3
4311,71063335,16
4312,71160099,35
4313,71162995,15
4314,71168001,20
4315,71210121,1
4316,71231436,1
4317,71231490,7
4318,71231558,53
4319,71231667,2
4320,71236709,1
4321,71350056,70
4322,71391616,8
4323,71401459,8
4324,71458078,1
4325,71526378,1
4326,71560715,3
4327,71642589,3
4328,71705825,14
4329,71705899,11
4330,71756544,7
4331,71767209,3
4332,71787672,131
4333,71787795,12
4334,71794652,3
4335,71809754,3
4336,71896759,1
4337,71904900,1
4338,71915492,10
4339,71918592,14
4340,72054197,2
4341,72112289,23
4342,72191878,46
4343,72191935,19
4344,72315293,23
4345,72365990,5
4346,72368583,82
4347,72368641,48
4348,72368689,46
4349,72376784,30
4350,72385961,7
4351,72388254,6
4352,72388568,4
4353,72388621,6
4354,72388685,4
4355,72484434,6
4356,72489043,6
4357,72534875,6
4358,72534926,3
4359,72535028,5
4360,72536807,4
4361,72555227,4
4362,72555252,3
4363,72563294,3
4364,72564403,37
4365,72567862,1
4366,72567956,27
4367,72568210,31
4368,72569544,152
4369,72630864,1
4370,72672516,1
4371,72767334,11
4372,72802364,1
4373,72808126,1
4374,72901132,1
4375,73103073,1
4376,73103155,20
4377,73120749,79
4378,73161836,7
4379,73212244,1
4380,73215945,7
4381,73225606,4
4382,73268026,34
4383,73286262,1
4384,73293761,13
4385,73302121,126
4386,73384292,2
4387,73405194,2
4388,73412858,5
4389,73470620,7
4390,73471666,1
4391,73492229,1
4392,73497910,1
4393,73519985,15
4394,73520061,85
4395,73595858,3
4396,73608513,22
4397,73608669,6
4398,73615011,3
4399,73653764,14
4400,73654094,15
4401,73654185,57
4402,73654505,5
4403,73654673,12
4404,73654822,2
4405,73656240,1
4406,73658804,14
4407,73662716,88
4408,73662914,2
4409,73663127,1
4410,73667468,1
4411,73690472,6
4412,73692987,29
4413,73774158,1
4414,73807421,3
4415,73816824,3
4416,73828283,4
4417,73833971,1
4418,73834330,25
4419,73834480,2
4420,73846922,19
4421,73847051,1
4422,73976655,1
4423,74127382,2
4424,74168407,14
4425,74232609,19
4426,74238800,1
4427,74256889,17
4428,74257434,7
4429,74263309,23
4430,74263634,1
4431,74286996,22
4432,74290025,18
4433,74294393,4
4434,74294441,129
4435,74299295,16
4436,74381463,6
4437,74385630,2
4438,74385706,1
4439,74385838,1
4440,74385887,4
4441,74385947,1
4442,74387132,1
4443,74409681,1
4444,74415348,5
4445,74424517,5
4446,74432873,1
4447,74437254,1
4448,74438103,3
4449,74535895,36
4450,74542442,98
4451,74542765,12
4452,74557017,1
4453,74565905,37
4454,74645598,1
4455,74646276,11
4456,74652209,199
4457,74652244,35
4458,74657846,2
4459,74666146,43
4460,74685579,5
4461,74685629,1
4462,74685667,2
4463,74685700,3
4464,74686744,2
4465,74686831,1
4466,74686925,5
4467,74696826,25
4468,74730639,5
4469,74752093,42
4470,74789764,6
4471,74792338,9
4472,74803479,21
4473,74878849,1
4474,74910037,2
4475,74910085,1
4476,74937487,4
4477,74950908,1
4478,75011131,3
4479,75097547,4
4480,75213616,1
4481,75214608,58
4482,75218433,264
4483,75305613,1
4484,75306033,3
4485,75316684,1
4486,75318673,4
4487,75318784,1
4488,75323966,21
4489,75324040,74
4490,75326165,17
4491,75330476,12
4492,75333428,1
4493,75370414,2
4494,75370458,11
4495,75371136,3
4496,75405973,26
4497,75408460,2
4498,75413147,2
4499,75424355,5
4500,75447841,11
4501,75470346,1
4502,75472968,8
4503,75473009,1
4504,75473144,2
4505,75476148,2
4506,75476175,3
4507,75480233,7
4508,75484203,2
4509,75485133,3
4510,75536860,1
4511,75564088,5
4512,75574435,6
4513,75580090,1
4514,75603759,59
4515,75616656,4
4516,75620248,2
4517,75620273,2
4518,75622038,2
4519,75622223,132
4520,75623960,1
4521,75624009,1
4522,75624044,1
4523,75628559,14
4524,75632239,197
4525,75636248,2
4526,75637606,25
4527,75687195,18
4528,75687245,5
4529,75712258,2
4530,75715238,53
4531,75732419,5
4532,75746872,4
4533,75757672,46
4534,75762037,1
4535,75769854,27
4536,75777312,49
4537,75777351,111
4538,75782291,5
4539,75794562,1
4540,75877029,2
4541,75985602,56
4542,75988780,2
4543,76095633,1
4544,76108265,1
4545,76199478,2
4546,76199702,40
4547,76210086,175
4548,76215333,2
4549,76217301,1
4550,76217483,13
4551,76221707,6
4552,76221922,79
4553,76221969,22
4554,76225846,1
4555,76226012,1
4556,76226086,1
4557,76226361,2
4558,76226408,2
4559,76226454,1
4560,76226532,3
4561,76226570,1
4562,76226619,3
4563,76226656,4
4564,76226738,2
4565,76226795,2
4566,76226869,2
4567,76226924,2
4568,76227058,1
4569,76227117,4
4570,76228950,11
4571,76229005,2
4572,76232898,1
4573,76238687,1
4574,76314118,84
4575,76314362,1
4576,76357052,29
4577,76357110,35
4578,76357187,8
4579,76357257,17
4580,76357405,17
4581,76362914,32
4582,76372898,196
4583,76379003,1
4584,76459752,4
4585,76460152,5
4586,76465962,1
4587,76470581,1
4588,76473021,108
4589,76479444,4
4590,76484912,31
4591,76485980,6
4592,76488779,3
4593,76497766,1
4594,76501592,29
4595,76507820,2
4596,76514413,19
4597,76514471,20
4598,76528977,3
4599,76621276,3
4600,76621355,14
4601,76630020,21
4602,76645269,13
4603,76648051,2
4604,76649620,1
4605,76651585,14
4606,76667488,2
4607,76667570,4
4608,76667628,3
4609,76667666,2
4610,76667703,1
4611,76667733,8
4612,76667991,1
4613,76667992,1
4614,76668038,4
4615,76668107,2
4616,76668184,1
4617,76668317,1
4618,76668363,1
4619,76668593,149
4620,76674153,1
4621,76693019,1
4622,76712740,5
4623,76716603,2
4624,76723401,7
4625,76750044,1
4626,76750070,1
4627,76750280,1
4628,76750308,1
4629,76750323,1
4630,76750353,2
4631,76750478,2
4632,76750563,3
4633,76750588,1
4634,76750710,1
4635,76750814,1
4636,76751010,3
4637,76755093,1
4638,76755131,1
4639,76755864,1
4640,76790130,4
4641,76807638,1
4642,76810975,10
4643,76816864,1
4644,76816895,1
4645,76817083,1
4646,76818425,3
4647,76818455,7
4648,76903313,14
4649,77177278,1
4650,77211680,1
4651,77211818,5
4652,77211977,5
4653,77212096,6
4654,77212483,4
4655,77212617,3
4656,77212782,1
4657,77212875,3
4658,77213008,1
4659,77213106,2
4660,77213500,1
4661,77213592,5
4662,77215440,6
4663,77215578,2
4664,77215672,3
4665,77215976,10
4666,77216247,5
4667,77216478,4
4668,77216634,4
4669,77216751,7
4670,77216831,12
4671,77216969,10
4672,77217555,7
4673,77217838,3
4674,77218021,6
4675,77220852,9
4676,77239006,1
4677,77264859,1
4678,77268364,5
4679,77268456,1
4680,77268498,4
4681,77270741,10
4682,77272750,8
4683,77275701,1
4684,77349010,2
4685,77358661,3
4686,77361166,2
4687,77417977,6
4688,77418030,1
4689,77418106,2
4690,77418152,9
4691,77418724,3
4692,77421422,51
4693,77422583,2
4694,77513656,20
4695,77514263,7
4696,77514430,11
4697,77514500,14
4698,77514575,26
4699,77514650,36
4700,77517344,32
4701,77517414,30
4702,77519089,1
4703,77529578,17
4704,77529615,4
4705,77529653,2
4706,77529683,2
4707,77529810,9
4708,77529949,23
4709,77548457,2
4710,77553976,2
4711,77564713,1
4712,77573172,3
4713,77573224,6
4714,77573302,2
4715,77578654,32
4716,77581273,96
4717,77581379,2
4718,77581539,13
4719,77581648,23
4720,77586555,3
4721,77588480,35
4722,77588531,8
4723,77597040,37
4724,77597123,28
4725,77673254,51
4726,77689847,6
4727,77698078,35
4728,77731606,2
4729,77739420,1
4730,77744614,5
4731,77825260,2
4732,77869040,3
4733,77885022,1
4734,77901337,2
4735,78239759,1
4736,78267679,1
4737,78315147,1
4738,78367275,2
4739,78368848,1
4740,78375612,76
4741,78386762,29
4742,78399733,1
4743,78399755,2
4744,78399782,16
4745,78399846,3
4746,78444736,39
4747,78508758,69
4748,78509316,312
4749,78519753,6
4750,78532410,1
4751,78535154,2
4752,78556281,3
4753,78561576,1
4754,78631345,1
4755,78658108,25
4756,78686751,12
4757,78686907,2
4758,78693816,3
4759,78732645,1
4760,78732711,30
4761,78732754,20
4762,78732799,1
4763,78755616,8
4764,78837196,5
4765,78844091,3
4766,78847566,1
4767,78900315,2
4768,78940301,8
4769,79001263,1
4770,79004173,2
4771,79043356,1
4772,79057741,27
4773,79057997,6
4774,79058050,11
4775,79058083,2
4776,79058110,1
4777,79058156,9
4778,79069823,85
4779,79069962,1
4780,79070174,1
4781,79070309,12
4782,79070352,2
4783,79070417,114
4784,79070483,3
4785,79072319,1
4786,79076328,4
4787,79113204,2
4788,79217371,23
4789,79440221,1
4790,79484032,1
4791,79495367,34
4792,79515562,13
4793,79540159,1
4794,79545872,60
4795,79552047,43
4796,79554675,4
4797,79557014,7
4798,79557103,1
4799,79604225,2
4800,79656141,4
4801,79668094,28
4802,79694639,83
4803,79695793,13
4804,79720389,2
4805,79729078,3
4806,79731820,31
4807,79735070,70
4808,79735628,9
4809,79739892,4
4810,79755180,5
4811,79829757,15
4812,79829762,2
4813,79829772,2
4814,79829779,37
4815,79835162,11
4816,79835172,12
4817,79835182,6
4818,79835199,69
4819,79835216,35
4820,79840464,27
4821,79859315,1
4822,79914993,10
4823,79915074,10
4824,79915182,4
4825,79915263,5
4826,79916707,3
4827,80005548,1
4828,80006196,7
4829,80006267,7
4830,80006336,32
4831,80006418,9
4832,80006509,44
4833,80006565,29
4834,80006607,3
4835,80006666,26
4836,80006786,4
4837,80006843,3
4838,80006894,4
4839,80006964,27
4840,80007026,5
4841,80007090,13
4842,80007158,8
4843,80007203,3
4844,80007506,2
4845,80049863,11
4846,80066557,39
4847,80066572,11
4848,80091569,24
4849,80102990,23
4850,80184557,1
4851,80186194,64
4852,80201114,3
4853,80201181,64
4854,80201200,7
4855,80216377,2
4856,80260623,1
4857,80428455,4
4858,80450542,5
4859,80585382,6
4860,80593244,2
4861,80675945,6
4862,80693208,13
4863,80708712,28
4864,80720823,15
4865,80720848,3
4866,80720869,3
4867,80734905,1
4868,80742525,7
4869,80742853,40
4870,80750221,1
4871,80753685,7
4872,80756297,1
4873,80761196,11
4874,80762120,3
4875,80762529,5
4876,80763275,6
4877,80776569,66
4878,80890996,32
4879,80901616,5
4880,80905103,9
4881,80905182,9
4882,80905243,2
4883,80905280,51
4884,80906879,5
4885,80914308,22
4886,80989886,3
4887,81021550,6
4888,81026248,20
4889,81050570,2
4890,81057240,4
4891,81070087,22
4892,81072776,29
4893,81087530,166
4894,81087553,90
4895,81106735,7
4896,81106830,34
4897,81107020,4
4898,81107063,13
4899,81107101,2
4900,81107176,7
4901,81107218,3
4902,81107257,6
4903,81107454,4
4904,81107569,21
4905,81107614,10
4906,81107657,39
4907,81107875,2
4908,81107945,38
4909,81107987,9
4910,81190082,3
4911,81190174,20
4912,81190226,66
4913,81198003,4
4914,81213884,8
4915,81227506,1
4916,81232093,8
4917,81232921,3
4918,81234955,5
4919,81238279,1
4920,81238369,4
4921,81244397,40
4922,81244619,8
4923,81246851,3
4924,81246872,1
4925,81248256,1
4926,81248629,9
4927,81249075,6
4928,81252550,22
4929,81264180,6
4930,81352410,5
4931,81354928,9
4932,81358578,15
4933,81358660,12
4934,81358966,19
4935,81390362,2
4936,81397353,1
4937,81433064,3
4938,81502244,18
4939,81730482,1
4940,81839251,31
4941,81846717,4
4942,81852948,40
4943,81853031,23
4944,81853122,5
4945,81892258,4
4946,81911506,4
4947,81915966,2
4948,81919856,1
4949,82022023,16
4950,82024305,6
4951,82026631,2
4952,82028494,11
4953,82060005,34
4954,82064175,1
4955,82069617,7
4956,82069664,8
4957,82101422,1
4958,82111595,5
4959,82132828,2
4960,82176383,5
4961,82188330,1
4962,82207930,1
4963,82207942,6
4964,82208000,2
4965,82208133,3
4966,82208624,1
4967,82255844,4
4968,82256441,6
4969,82256684,7
4970,82269041,31
4971,82269178,18
4972,82269223,21
4973,82269338,10
4974,82368015,1
4975,82368044,11
4976,82369335,1
4977,82369462,4
4978,82369766,1
4979,82375312,8
4980,82403452,1
4981,82435852,2
4982,82435983,6
4983,82436060,10
4984,82436100,45
4985,82470258,5
4986,82531246,7
4987,82574329,32
4988,82574338,23
4989,82587364,1
4990,82589739,51
4991,82593787,2
4992,82601489,83
4993,82610176,4
4994,82611628,7
4995,82619948,26
4996,82738335,40
4997,83040975,2
4998,83069309,34
4999,83069462,1
5000,83080084,7
5001,83083657,27
5002,83089270,4
5003,83089311,23
5004,83089389,3
5005,83089714,1
5006,83090913,12
5007,83091054,49
5008,83091093,32
5009,83091265,7
5010,83101101,23
5011,83102532,23
5012,83102588,166
5013,83102630,21
5014,83132219,17
5015,83207432,1
5016,83213498,27
5017,83213597,289
5018,83234229,5
5019,83260843,1
5020,83263311,1
5021,83266112,3
5022,83318079,69
5023,83350528,11
5024,83366265,18
5025,83401047,32
5026,83408156,59
5027,83408312,30
5028,83408462,10
5029,83411597,1
5030,83426518,5
5031,83427745,1
5032,83429219,31
5033,83430054,10
5034,83430393,4
5035,83433470,2
5036,83433782,2
5037,83440644,11
5038,83440682,20
5039,83440735,15
5040,83440756,10
5041,83529762,4
5042,83541083,5
5043,83558512,14
5044,83574997,4
5045,83603234,4
5046,83669215,1
5047,83698893,17
5048,83698960,17
5049,83699001,60
5050,83699029,3
5051,83699076,7
5052,83747767,7
5053,83748472,3
5054,83750280,14
5055,83761244,2
5056,83761892,5
5057,83764530,30
5058,83764923,1
5059,83767579,45
5060,83767652,6
5061,83767704,4
5062,83767745,4
5063,83767775,42
5064,83767795,26
5065,83767954,3
5066,83768076,2
5067,83776337,1
5068,83864728,2
5069,84119334,6
5070,84158377,27
5071,84160834,1
5072,84172590,17
5073,84172603,56
5074,84172610,13
5075,84172615,2
5076,84172620,3
5077,84172628,5
5078,84172634,25
5079,84172637,21
5080,84172643,1
5081,84172647,2
5082,84172663,16
5083,84172670,3
5084,84172676,16
5085,84172679,5
5086,84172686,8
5087,84172725,40
5088,84177332,6
5089,84183064,1
5090,84193639,3
5091,84204959,192
5092,84208113,18
5093,84209220,1
5094,84234468,9
5095,84234556,1
5096,84234619,15
5097,84301799,501
5098,84316515,2
5099,84320765,20
5100,84321142,56
5101,84322073,5
5102,84377992,1
5103,84387511,3
5104,84393838,3
5105,84432689,1
5106,84493843,20
5107,84533430,4
5108,84533500,1
5109,84533606,4
5110,84533748,23
5111,84533813,2
5112,84547029,43
5113,84547135,1
5114,84547411,156
5115,84549626,53
5116,84559494,9
5117,84559659,117
5118,84559811,24
5119,84584184,18
5120,84591246,11
5121,84598832,12
5122,84599953,56
5123,84602591,1
5124,84603482,1
5125,84643967,6
5126,84646493,22
5127,84650535,1
5128,84652429,47
5129,84664888,22
5130,84673305,9
5131,84683145,16
5132,84683577,11
5133,84705013,4
5134,84706933,29
5135,84707100,1
5136,84710867,6
5137,84711731,230
5138,84711793,54
5139,84713261,304
5140,84713318,7
5141,84713388,2
5142,84723600,3
5143,84723682,255
5144,84799888,11
5145,84805338,6
5146,84807884,3
5147,84811015,4
5148,84811574,5
5149,84821602,2
5150,84853684,4
5151,84866704,81
5152,84872299,1
5153,84923487,1
5154,85113423,2
5155,85256495,3
5156,85256544,6
5157,85258363,3
5158,85258558,1
5159,85315457,2
5160,85315715,44
5161,85340527,15
5162,85408205,14
5163,85410612,4
5164,85416248,7
5165,85419027,48
5166,85423051,3
5167,85441301,2
5168,85443900,1
5169,85458918,18
5170,85458922,18
5171,85458955,33
5172,85459037,9
5173,85459045,38
5174,85459077,20
5175,85459106,8
5176,85459112,26
5177,85459119,9
5178,85459126,14
5179,85459154,2
5180,85459176,26
5181,85459183,5
5182,85459376,4
5183,85459439,2
5184,85512180,1
5185,85568862,98
5186,85603727,2
5187,85606236,2
5188,85608749,11
5189,85616869,2
5190,85617267,1
5191,85628068,3
5192,85634086,1
5193,85634231,15
5194,85634302,2
5195,85648725,54
5196,85669731,39
5197,85725020,1
5198,85745898,6
5199,85766769,4
5200,85769226,4
5201,85777620,1
5202,85788267,2
5203,85890459,6
5204,85948218,8
5205,85948295,11
5206,85948343,36
5207,85965530,22
5208,85965569,2
5209,85965597,21
5210,85965639,1
5211,85965667,6
5212,85965690,16
5213,85965719,3
5214,85965780,64
5215,86039258,10
5216,86049389,4
5217,86267685,1
5218,86285837,137
5219,86368642,26
5220,86371836,1
5221,86371875,1
5222,86392996,13
5223,86404696,1
5224,86416733,25
5225,86441441,12
5226,86446335,30
5227,86446574,28
5228,86446806,23
5229,86453400,4
5230,86463401,2
5231,86463488,1
5232,86463532,3
