shopid,userid
139223209,12
153558992,12
134408112,12
95178976,12
164031554,12
169037270,11
65692832,11
43288453,11
2875608,11
79835162,11
58530582,11
70049705,11
2012776,11
17823595,11
85608749,11
19063555,11
75370458,11
109869080,11
36503201,11
27121294,11
199249525,11
157025904,11
74646276,11
89747333,11
176081108,11
134968920,11
6932660,11
195839211,11
104804537,11
66708763,11
33236404,11
22662981,11
89127467,11
88030821,11
63475990,11
71705899,11
14521441,11
129508043,11
96540289,11
7341551,11
52911582,11
26974952,11
631546,11
140625290,11
82368044,11
134972402,11
188265068,11
133316305,11
213784505,11
66232769,11
182873979,11
66844420,11
118946234,11
164710016,11
39375790,11
160170167,11
83350528,11
98479135,11
76228950,11
160319797,11
161706003,11
182083587,11
10448617,11
10343599,11
129916462,11
52469496,11
19136784,11
26889378,11
147903677,11
64216703,11
32842440,11
132042220,11
135041619,11
161161969,11
95230591,11
89117845,11
102278547,11
28590605,11
156995057,11
131671809,11
10675977,11
65949570,11
173319724,11
187128961,11
174140367,11
65761398,11
63779700,11
145969988,11
31034387,11
164858842,11
112546527,11
60586094,11
68907151,11
83440644,11
129493807,11
92990895,11
58670070,11
161996970,11
37954639,11
84799888,11
171713962,11
50718757,11
195857972,11
66955385,11
10359,11
115309793,11
102683971,11
69703052,11
48125273,11
117910336,11
180390569,11
182894256,11
178104812,11
45503333,11
96659798,11
2015845,11
86637817,11
28802071,11
69379334,11
501932,11
182861728,11
65883154,11
173155199,11
75447841,11
11604560,11
80066572,11
193417877,11
195867800,11
187532519,11
152273042,11
164768716,11
34777712,11
85948295,11
168766148,11
169853146,11
2652706,11
140626453,11
80049863,11
30136571,11
135055241,11
64393472,11
54799439,11
72767334,11
126192856,11
33214136,11
62343291,11
120618263,11
182870975,11
14061288,11
127826356,11
43271089,11
193419265,11
102303977,11
66783,11
45693167,11
32357064,11
121804320,11
135041840,11
82028494,11
192710857,11
110868527,11
108120403,11
6116640,11
79058050,11
60632301,11
135251650,11
50115938,11
84591246,11
66463332,11
186675201,11
96555187,11
15611828,11
104804527,11
162333225,11
203573616,11
177826092,11
186092181,11
45650100,11
20084937,11
175754854,11
68858305,11
95875859,11
166450976,11
130101867,11
61512464,11
77514430,11
14050429,11
153512088,11
168388412,11
164933639,11
96745413,11
38100650,11
159966877,11
68986822,11
124199509,11
145312109,11
163352079,11
186658712,11
134968778,11
638464,11
195862680,11
131670561,11
118549034,11
80761196,11
30758590,11
160369133,11
92935577,11
165500538,11
86800001,11
38312776,11
31526180,11
21033575,11
161592223,11
118138969,11
115790379,11
91151769,11
1072485,11
141603277,11
176103073,11
20029936,11
182594420,11
112847827,11
36099178,11
85844,11
60863536,11
141604998,11
175755332,11
138810630,11
126599655,11
175754620,11
106703490,11
111339051,11
91441976,11
97323734,11
84683577,11
36505840,11
164767528,11
158650368,11
116348335,11
91864677,11
15624,11
199254380,11
79914993,10
22917777,10
6849297,10
87005981,10
61747656,10
55796589,10
134968835,10
83440756,10
111696486,10
140121593,10
2564800,10
58986499,10
6360366,10
69379383,10
203735407,10
77216969,10
100685685,10
118964457,10
7365459,10
189446314,10
206164408,10
395041,10
171591465,10
93952433,10
76810975,10
106770372,10
8562362,10
10360,10
63841209,10
203538487,10
111351110,10
32007281,10
22884785,10
130099969,10
20660177,10
163213996,10
86567562,10
71010411,10
176182794,10
202818022,10
166852672,10
170608964,10
41293301,10
131877009,10
88118897,10
121803972,10
182869449,10
12668556,10
3861712,10
105299698,10
135251611,10
109665400,10
29652480,10
125931174,10
202783274,10
189983587,10
90169828,10
44823923,10
206464361,10
151184191,10
102355718,10
63001745,10
127826392,10
155539342,10
26167120,10
33211067,10
20522747,10
163791729,10
51931415,10
121001936,10
19702263,10
190670242,10
143584595,10
127663510,10
161160594,10
202109647,10
19067307,10
161288815,10
123783431,10
121726699,10
207079121,10
33221557,10
175138538,10
70329308,10
89718620,10
16282102,10
147708546,10
114016125,10
64394646,10
27672923,10
20000990,10
152003556,10
163355860,10
187709005,10
160169814,10
105224226,10
162182096,10
111677993,10
135011305,10
26097555,10
96573613,10
185188390,10
57811855,10
2746342,10
49262220,10
10011013,10
76934,10
7644857,10
93952314,10
100856387,10
188324406,10
110879990,10
116348318,10
52928480,10
11729465,10
107154370,10
61350092,10
43230649,10
46637783,10
54472231,10
182873821,10
803386,10
101833097,10
172577156,10
89888778,10
20767172,10
10132,10
101815232,10
144365607,10
195864926,10
25200003,10
28337387,10
139568237,10
147496597,10
91680145,10
102178598,10
83408462,10
79915074,10
196208971,10
199382629,10
70525036,10
65889401,10
164933106,10
203173488,10
106760551,10
22581305,10
152243570,10
140207219,10
77215976,10
182858496,10
82436060,10
12028807,10
191027700,10
202065198,10
158414176,10
66844600,10
16678492,10
30155663,10
163830768,10
138809989,10
152234237,10
115506431,10
135011444,10
118945818,10
139581566,10
17347918,10
141003300,10
142643640,10
91462182,10
182859733,10
135041888,10
102371421,10
195248375,10
83430054,10
50970404,10
155382479,10
177825753,10
739014,10
89117437,10
141400601,10
107151952,10
389558,10
130118306,10
155382408,10
28084506,10
69579044,10
175754025,10
117093899,10
127425736,10
63538032,10
63840744,10
22211521,10
188947010,10
98548083,10
116348330,10
129878137,10
4185198,10
96755275,10
160365883,10
2472928,10
147903750,10
43271155,10
50701690,10
159849735,10
7975018,10
7245380,10
177799553,10
137556407,10
77270741,10
168935340,10
141028734,10
9780782,10
50115403,10
22220410,10
107180723,10
180714068,10
151681460,10
81107614,10
58722345,10
159610276,10
10349073,10
6275128,10
127246010,10
117106792,10
71915492,10
118945661,10
109869357,10
121725825,10
171991809,10
14925171,10
130099825,10
89115002,10
113349906,10
129926396,10
162064249,10
28949908,10
162292584,10
28051451,10
112975952,10
32737848,10
18718983,10
114056129,10
134968437,10
188912438,10
193457877,10
172194097,10
140392603,10
160373846,10
137247447,10
8987560,10
19067988,10
156058395,10
86039258,10
48788084,10
28122674,10
7870870,10
164133402,10
40392768,10
150253294,10
191065147,10
834490,10
102290095,10
82269338,10
135006539,9
195447070,9
143897935,9
123535631,9
25613882,9
95949103,9
166355817,9
88434042,9
172360556,9
121804436,9
101027941,9
89119025,9
85459119,9
84673305,9
106984516,9
123188926,9
39557412,9
182895987,9
180945920,9
107152171,9
57285019,9
116629869,9
40263068,9
81107987,9
31582966,9
164032246,9
195868216,9
46725065,9
1232454,9
54000722,9
93684245,9
119362184,9
1808698,9
18794384,9
116963281,9
11355105,9
3072381,9
23028693,9
29837636,9
205797693,9
140626324,9
163332397,9
18162078,9
22666458,9
168388327,9
118945726,9
183462095,9
101773189,9
102369034,9
154878985,9
101534731,9
875520,9
12530609,9
158544587,9
17816159,9
67433560,9
43230556,9
85459037,9
84559494,9
128298987,9
164032110,9
166919788,9
156589367,9
99608764,9
51001875,9
156025177,9
89115850,9
123391332,9
15690156,9
134187952,9
122019954,9
77220852,9
68465751,9
143897783,9
182865919,9
187167408,9
123208415,9
88325814,9
195855021,9
164768376,9
119779124,9
80905103,9
84234468,9
203546856,9
199169964,9
91678877,9
62351185,9
164776215,9
74792338,9
119196780,9
129926403,9
134968649,9
103945357,9
165731412,9
32687238,9
11564859,9
64363516,9
43524023,9
172406425,9
91678351,9
64394101,9
115712743,9
1835044,9
141528773,9
163283799,9
81354928,9
40383960,9
211534559,9
42409948,9
22765731,9
66658586,9
93952366,9
134968668,9
115724967,9
151358986,9
20453286,9
145021377,9
116474114,9
135584049,9
178625423,9
137762841,9
4198341,9
52786334,9
60586314,9
95900223,9
104355752,9
195347112,9
40390924,9
172460247,9
47924138,9
92520648,9
180958911,9
180948878,9
155168471,9
9611235,9
14695382,9
152911294,9
14147284,9
79735628,9
209201312,9
189168720,9
164933311,9
50981104,9
99788362,9
184869037,9
121327309,9
159605061,9
156376344,9
203238522,9
116624563,9
59322395,9
127663268,9
141603595,9
46637929,9
209434043,9
77529810,9
89119433,9
136262991,9
140206174,9
17212658,9
130118253,9
79058156,9
116819722,9
145791952,9
147237860,9
55831847,9
70683915,9
12855361,9
28180570,9
33909939,9
96460236,9
126599499,9
33237048,9
64129699,9
783093,9
177817260,9
126617222,9
6259078,9
161752964,9
104860666,9
26184032,9
121804353,9
96923611,9
31165845,9
166644521,9
95507784,9
149776350,9
41153817,9
91678250,9
182852397,9
10345,9
152250124,9
18785085,9
90156787,9
156315095,9
102279399,9
129916592,9
2601733,9
181807958,9
51762012,9
209278116,9
12069129,9
33378874,9
36501223,9
135041924,9
134188146,9
141003017,9
132827600,9
65335184,9
203843744,9
89938,9
201805178,9
128300377,9
195866367,9
147904748,9
28876675,9
153451201,9
139252332,9
182874167,9
653621,9
116843700,9
186369695,9
182890162,9
95963894,9
131845246,9
80006418,9
171310126,9
163243471,9
111304113,9
143899523,9
29976512,9
38459063,9
158438210,9
4706969,9
80905182,9
12989242,9
87199430,9
187490935,9
164755517,9
102379724,9
168688727,9
109581935,9
221181,9
77418152,9
130919990,9
171989003,9
53579328,9
156893124,9
197124383,9
25958795,9
165471077,9
195639347,9
146144985,9
33212582,9
127263408,9
140626011,9
63001558,9
25199892,9
60587140,9
126263872,9
43271296,9
137375865,9
173321592,9
160296802,9
193458801,9
115716770,9
119596144,9
58530468,9
27698983,9
182888635,9
127473736,9
120300128,9
199375813,9
96877484,9
152974174,9
155436828,9
18083587,9
128038340,9
46215130,9
208011984,9
27094877,9
102396064,9
86805396,9
148836506,9
173464235,9
91680306,9
114210469,9
121727014,9
81248629,9
172444943,9
159542432,9
5857452,9
140734075,9
63840979,9
14681983,9
159644151,9
182859454,9
19067193,9
119594661,8
164770486,8
201541948,8
171795817,8
62351153,8
135801807,8
827522,8
106943747,8
104804254,8
69961916,8
161280411,8
10094244,8
164754111,8
131669868,8
173316022,8
66630937,8
104593216,8
132631204,8
195867159,8
34246897,8
166590954,8
78940301,8
119591746,8
45650247,8
75472968,8
188768,8
68753518,8
63359105,8
43282712,8
131877198,8
203024235,8
107908911,8
135011194,8
105082281,8
7600283,8
149728767,8
104592113,8
161165891,8
11671,8
21602170,8
16617513,8
81232093,8
28275409,8
158674231,8
18789051,8
195870375,8
143598794,8
90502976,8
45374124,8
126173012,8
182868175,8
5427594,8
174763245,8
195854372,8
64113287,8
68904644,8
23334427,8
106390103,8
44528812,8
98477401,8
130119133,8
152974049,8
134972553,8
187008895,8
28773787,8
182854970,8
195842223,8
87125848,8
131714453,8
23078312,8
182867123,8
160389715,8
91785726,8
30958686,8
136105461,8
70777863,8
184618210,8
127826426,8
191065421,8
136875513,8
163321488,8
30740915,8
97371748,8
128278570,8
163791696,8
121804137,8
193410767,8
107850731,8
12513859,8
11323906,8
19051757,8
47745581,8
168983234,8
193456138,8
81213884,8
95581106,8
169910144,8
105314820,8
135041666,8
178945558,8
142632770,8
299337,8
140794975,8
147697574,8
163089811,8
182291081,8
571261,8
45870479,8
112441912,8
199315066,8
64244607,8
95048492,8
14065830,8
122243341,8
199338184,8
984546,8
139395396,8
10485,8
165048330,8
32806456,8
87243226,8
81244619,8
48970010,8
127826290,8
13405,8
10992880,8
62382470,8
91278966,8
98567418,8
170352800,8
60279691,8
203658348,8
80007158,8
151865109,8
86572187,8
163545636,8
119358787,8
173052044,8
134968809,8
71391616,8
106767062,8
29908993,8
181840193,8
12841612,8
13830581,8
160427514,8
190988548,8
87828592,8
3461119,8
14297919,8
163301278,8
178545085,8
140405465,8
130169227,8
129213870,8
154418165,8
182585020,8
89128485,8
147116324,8
2135844,8
23326134,8
150534543,8
131669240,8
135054643,8
178815125,8
102670337,8
21222256,8
138141373,8
180233719,8
58569891,8
164933170,8
93118317,8
180513481,8
112426782,8
100028732,8
169110963,8
140392516,8
146869170,8
152726,8
140802253,8
88612575,8
208222452,8
195851791,8
176066203,8
71401459,8
141009287,8
152251709,8
9463080,8
58548492,8
166657482,8
162070995,8
55744685,8
139259486,8
200677761,8
199980214,8
92003735,8
85948218,8
40582274,8
118945756,8
195026780,8
111417583,8
71057255,8
182893964,8
119753103,8
567545,8
27121470,8
186667543,8
117076586,8
169900562,8
169260685,8
127543351,8
118949563,8
102395865,8
127641976,8
11263516,8
69861264,8
165981434,8
121804024,8
39003342,8
151578689,8
9175716,8
104804595,8
68266167,8
13033801,8
77272750,8
181227352,8
38463337,8
96830933,8
177601307,8
182869767,8
180498417,8
171700531,8
179223034,8
27641505,8
86840861,8
158331319,8
196870912,8
114069847,8
32811676,8
42127163,8
87985139,8
115725006,8
203754624,8
122594681,8
23194164,8
159556422,8
183471720,8
35455828,8
186658059,8
141603764,8
147118959,8
16296879,8
51089915,8
178718312,8
91114567,8
134972834,8
106579447,8
163799109,8
136073855,8
169110926,8
37534128,8
208718102,8
155382137,8
100866136,8
146154,8
139926994,8
62353251,8
84172686,8
106997663,8
87827803,8
19678369,8
17219984,8
90338073,8
137195299,8
955920,8
173816962,8
25613963,8
177825570,8
64148965,8
41398011,8
193411197,8
240309,8
145960597,8
138761416,8
77588531,8
192919438,8
118945523,8
10352,8
26527217,8
95506527,8
195869302,8
85459106,8
12665482,8
205580445,8
160348422,8
131670261,8
82375312,8
46915331,8
92849569,8
61358814,8
199255130,8
110350714,8
116462852,8
21004222,8
127222154,8
24422839,8
18177704,8
45329853,8
117324393,8
182865085,8
170384065,8
156051093,8
14746992,8
198435400,8
76357187,8
28610570,8
123409302,8
4150174,8
82069664,8
87819976,8
126788643,8
46785084,8
40107935,8
104802206,8
64645503,8
115712445,8
76667733,8
170053537,8
171716093,8
33378739,8
193201328,8
182859634,8
152253404,8
43693398,8
11777004,8
46625431,8
95136623,8
3602410,8
182891777,8
169910329,8
169200062,8
202888288,8
78755616,8
133337975,8
161944568,8
90350617,8
170573015,8
136135883,8
5564068,8
33218739,8
114054349,8
131360111,8
148856653,7
89751103,7
24423087,7
13978311,7
193505395,7
52993992,7
20062898,7
154690376,7
177740667,7
118891258,7
95967043,7
109790283,7
177701952,7
73470620,7
10918500,7
168648468,7
66822768,7
143153670,7
147198125,7
46900382,7
8463087,7
105116147,7
193423162,7
150314933,7
47163495,7
20595563,7
129115225,7
13010439,7
25199657,7
140392486,7
23282011,7
186711256,7
21222675,7
40264163,7
17594493,7
10462400,7
163145466,7
146388517,7
191812970,7
152249535,7
191429071,7
173489588,7
193456762,7
94090,7
154589565,7
105083959,7
83080084,7
165734283,7
80006267,7
136864324,7
161502570,7
80753685,7
77217555,7
105213005,7
132092577,7
4196554,7
186721073,7
121804107,7
182853531,7
172575948,7
63841064,7
163418364,7
20180087,7
71007731,7
65079264,7
190722153,7
74257434,7
182861158,7
46633960,7
143596644,7
9481094,7
937861,7
87828950,7
186723145,7
210107915,7
116628441,7
77216751,7
100694699,7
82531246,7
6859066,7
76723401,7
182937,7
129906322,7
27573813,7
140626511,7
8835473,7
10343572,7
165001596,7
177914346,7
98610777,7
43556879,7
135251631,7
183394174,7
12216137,7
147706582,7
1291172,7
208554904,7
119146060,7
163968746,7
172445470,7
50988511,7
50834399,7
213900783,7
135054696,7
193952191,7
197012334,7
87238116,7
44823802,7
182888446,7
51693198,7
126599760,7
131671733,7
26519520,7
59479182,7
59899394,7
82256684,7
57776355,7
49112765,7
121001843,7
82611628,7
203570717,7
127662791,7
135041862,7
170518054,7
189783049,7
110564704,7
163484409,7
155106221,7
11411322,7
64111625,7
99825399,7
181100558,7
188368491,7
182853467,7
115711998,7
158156478,7
104860134,7
164932887,7
42612188,7
136482668,7
156292340,7
72385961,7
126479371,7
169901017,7
170112987,7
108401174,7
90171313,7
16386086,7
183616330,7
170364649,7
110600059,7
79557014,7
163409350,7
3698332,7
7536903,7
123353475,7
115712582,7
10620761,7
19279992,7
189153124,7
11720770,7
1491393,7
139389754,7
32228101,7
115724926,7
105222713,7
106971308,7
169902545,7
199249472,7
161498396,7
76818455,7
133520698,7
112548336,7
121729525,7
190785956,7
173209405,7
110529183,7
136829689,7
106055702,7
108121146,7
73161836,7
195802415,7
21245698,7
191576353,7
71231490,7
129725227,7
4300050,7
161916173,7
120289519,7
50826553,7
116342580,7
163336053,7
61361053,7
82069617,7
198109367,7
130118113,7
187525171,7
112372756,7
139268589,7
95903584,7
205927807,7
155105766,7
60481448,7
114951875,7
81107176,7
182868474,7
81106735,7
133520218,7
187129170,7
152239074,7
165498971,7
135054224,7
203667333,7
144661034,7
937944,7
27430391,7
140734529,7
110868663,7
198280630,7
145496662,7
4298920,7
150506697,7
199304282,7
146090761,7
165029054,7
178452070,7
43230896,7
134972814,7
141930728,7
33209224,7
95507413,7
122033351,7
34759148,7
114887211,7
64655454,7
118890744,7
58187673,7
124271291,7
129390129,7
817166,7
3090157,7
104619817,7
162575244,7
9597511,7
14420689,7
160376238,7
68019980,7
134792406,7
223570,7
80742525,7
158550010,7
154822835,7
191287735,7
169902722,7
112348599,7
137761644,7
84713318,7
18690987,7
160396988,7
130101937,7
90337968,7
83091265,7
70533825,7
164933259,7
120384703,7
135041661,7
180522594,7
143613660,7
90336454,7
180656412,7
87163593,7
71756544,7
127707500,7
192423697,7
34913467,7
13779275,7
80006196,7
149824819,7
121838819,7
9912692,7
119359354,7
143897805,7
199369097,7
140508528,7
182862332,7
73215945,7
193901318,7
172411687,7
50969973,7
136060281,7
10557,7
60484131,7
168329952,7
80201200,7
77514263,7
134968423,7
203451600,7
44840203,7
45869818,7
107143451,7
190357102,7
75480233,7
189574229,7
123550407,7
30875067,7
175306209,7
8167351,7
57046422,7
63672190,7
61331731,7
18689627,7
58724408,7
58548363,7
178657492,7
37231708,7
85416248,7
41856596,7
181142410,7
119550471,7
8648178,7
201524885,7
97340224,7
11286254,7
31614331,7
174215978,7
115506685,7
160412552,7
678608,7
57667072,7
83747767,7
83699076,7
160406768,7
91415516,7
16635710,7
50968237,7
66876434,7
40981095,7
19702877,7
133529638,7
110870595,7
155382548,7
139555806,7
25199934,7
173318671,7
183919706,7
173377383,7
180729144,7
131963442,7
182873714,7
32738397,7
94563980,7
100513725,7
2955728,7
203609790,7
60867069,7
186808456,7
90165630,7
190715989,7
116374296,7
44283789,7
101475186,7
203599679,7
9382509,7
102278984,7
199249615,7
165703505,7
88484439,7
157148159,7
126744295,6
155083691,6
4043412,6
199316221,6
155135628,6
178175224,6
141603619,6
196223156,6
94185530,6
133248337,6
118945555,6
39827428,6
193458285,6
27121834,6
193497286,6
104801806,6
118336354,6
89127999,6
68480075,6
81021550,6
13390110,6
128970972,6
208410922,6
138904146,6
63346654,6
107149471,6
121804492,6
140625532,6
143897757,6
173706858,6
165498911,6
134968594,6
1675201,6
186720693,6
83767652,6
119596323,6
134972325,6
72484434,6
20046450,6
156181723,6
167384146,6
140625577,6
199248667,6
111317130,6
106886326,6
16872255,6
163583233,6
136493907,6
126263233,6
72388621,6
178877216,6
182630287,6
76221707,6
161286957,6
9780129,6
195859506,6
90114193,6
195859348,6
64129651,6
156178251,6
158079828,6
22132975,6
168825524,6
121724005,6
21253984,6
140392556,6
126755,6
8594509,6
106995615,6
166801810,6
190957583,6
181995116,6
205121226,6
4150275,6
163511422,6
159880981,6
74789764,6
108410069,6
163133822,6
140625191,6
9493048,6
158090519,6
79057997,6
18672068,6
91685020,6
120327211,6
209988661,6
173489792,6
190757565,6
24395028,6
4115305,6
182866136,6
193271150,6
17145,6
98133100,6
133138144,6
161141542,6
12581,6
174351740,6
115712097,6
179822891,6
59545466,6
162821158,6
119595534,6
1731866,6
17174494,6
64394452,6
123115,6
34683087,6
40900608,6
189510966,6
193421447,6
69820539,6
76485980,6
79835182,6
82435983,6
91680735,6
160170601,6
140624501,6
75574435,6
158414112,6
130838770,6
164763670,6
127192553,6
45869716,6
11186602,6
201792532,6
87848806,6
13300398,6
13034191,6
51560778,6
153674755,6
99201775,6
143585757,6
160171478,6
182860644,6
87986130,6
166642432,6
64129412,6
174051545,6
190785531,6
26145532,6
220988,6
91679485,6
44557184,6
149224352,6
6757784,6
58669510,6
82024305,6
110868311,6
2618792,6
100694756,6
203548962,6
163330483,6
199683337,6
205491269,6
119591051,6
135054010,6
115712696,6
133617011,6
173516333,6
115790297,6
183712737,6
151139102,6
118142304,6
29446155,6
14888517,6
129529803,6
56431667,6
148930681,6
151862967,6
133140802,6
144971959,6
67661961,6
64369518,6
203570441,6
77689847,6
33356901,6
169213487,6
652019,6
156315023,6
84119334,6
40838759,6
57726361,6
202109966,6
4523728,6
167118614,6
182012785,6
20236367,6
164056008,6
149461762,6
145277982,6
16524014,6
98727135,6
80585382,6
182866358,6
188359129,6
155361810,6
120970179,6
147931674,6
16727400,6
186160190,6
31649616,6
166096180,6
134630074,6
95507319,6
145238460,6
195857874,6
134937818,6
129925273,6
144986511,6
188552887,6
18640536,6
96555639,6
35228168,6
82256441,6
40722926,6
104231250,6
41107394,6
50932,6
155279119,6
64111943,6
63428645,6
16587763,6
65600213,6
155277790,6
81107257,6
195860882,6
11435348,6
77212096,6
50251146,6
60864555,6
94323897,6
187101463,6
16680589,6
187637169,6
135644492,6
131365902,6
9885980,6
39153592,6
121727121,6
156058101,6
203566556,6
120447951,6
119595814,6
182134043,6
98529274,6
176361250,6
195285919,6
112454500,6
107474589,6
118549624,6
81249075,6
138145724,6
172445603,6
53927834,6
161666004,6
165030991,6
178465309,6
164158855,6
107234708,6
10358,6
162188580,6
188854351,6
172171861,6
140626250,6
112886206,6
12670165,6
117152908,6
87621328,6
116342634,6
32617242,6
20813973,6
37967238,6
98758875,6
10198652,6
7831416,6
72388254,6
169903775,6
162256432,6
14740499,6
156194756,6
135268675,6
119589500,6
156536710,6
135054605,6
145961836,6
201152401,6
165348942,6
25613943,6
153763955,6
84805338,6
173272056,6
80675945,6
122238789,6
16226024,6
19511619,6
119311228,6
96464079,6
140625739,6
48126758,6
77218021,6
187102038,6
195858146,6
129666528,6
51834727,6
869267,6
190556177,6
158170818,6
143549089,6
70650596,6
161535507,6
133342730,6
119335920,6
134972373,6
199257485,6
134301789,6
64244102,6
73608669,6
195868054,6
182338682,6
178730086,6
85890459,6
199275276,6
33544002,6
36241947,6
109809298,6
183158957,6
165028970,6
77215440,6
16576029,6
211569392,6
130118411,6
164933958,6
7835467,6
15406109,6
3682508,6
142423470,6
67846911,6
116628546,6
110880498,6
173469764,6
111390219,6
30235452,6
191985868,6
134288755,6
123499612,6
58669699,6
164934093,6
190775427,6
101533964,6
170271314,6
91105193,6
115725367,6
140734122,6
188037097,6
147675334,6
143899559,6
51910355,6
161204451,6
30243532,6
118125229,6
160154082,6
184244131,6
58722690,6
186805736,6
51696063,6
20672757,6
173793150,6
189569086,6
50123485,6
182859363,6
203600644,6
164934029,6
141927530,6
21036231,6
135041818,6
14184981,6
15037005,6
30447443,6
171623812,6
52778437,6
147505361,6
68604945,6
41107602,6
196663872,6
135798381,6
6849924,6
209070919,6
140191328,6
65883103,6
133140905,6
731606,6
31102543,6
72534875,6
180654396,6
87853289,6
213137628,6
203531250,6
11713695,6
141025126,6
87162554,6
133463644,6
2507411,6
91680059,6
58722428,6
84710867,6
130099651,6
110879667,6
85256544,6
16732622,6
191060361,6
203598178,6
135024246,6
163135928,6
101831953,6
149461621,6
123785662,6
180706939,6
63110082,6
40505022,6
158712691,6
77573224,6
207942787,6
112548525,6
15920950,6
6119894,6
95135759,6
114060631,6
133511859,6
11286614,6
104732132,6
199249107,6
182867561,6
134969043,6
9880889,6
84643967,6
159641500,6
201525040,6
88246043,6
199328999,6
147995889,6
41164606,6
39671305,6
156887623,6
182275988,6
68849937,6
164859897,6
62704888,6
21090868,6
547961,6
124262089,6
149726258,6
182189250,6
181839843,6
130113309,6
201512898,6
60572798,6
162519919,6
141577343,6
7876349,6
112790663,6
81264180,6
30321827,6
85965667,6
127689106,6
182868549,6
68766338,6
104802017,6
105083066,6
7529642,6
425364,6
12249378,6
163101435,6
107937852,6
158329563,6
172194157,6
73690472,6
199382208,6
40366014,6
142243666,6
213532450,6
115509444,6
118956088,6
148841944,6
95322764,6
23154453,6
82207942,6
129916340,6
201611041,6
145986052,6
110868696,6
171967330,6
36235288,6
20173411,6
80763275,6
188360868,6
72489043,6
89889425,6
153270684,6
167600684,6
5585733,6
105082438,6
1346065,6
14979278,6
27373172,6
105297649,6
140626078,6
47555774,6
3959595,6
142350102,6
19811109,6
163830568,6
98725478,6
14924365,6
159546900,6
68717764,6
170389919,6
163814560,6
96755383,6
85745898,6
78519753,6
63674025,6
74381463,6
86788116,6
187015335,6
154219611,6
61359994,6
172195957,6
154834676,6
84177332,6
172110395,6
9934370,6
77417977,6
41305538,6
203548519,6
86821345,6
39362263,5
51700850,5
19288,5
199928667,5
75732419,5
204133158,5
97126887,5
175693677,5
158385053,5
173075263,5
52280537,5
173825837,5
175322731,5
86678901,5
64498057,5
130099714,5
203641363,5
156536633,5
203660958,5
75687245,5
202407295,5
199329814,5
117392249,5
15374175,5
11194196,5
137762508,5
26235227,5
126525670,5
162175583,5
37146548,5
10217,5
115469164,5
162561997,5
120384915,5
180234300,5
149727025,5
160761733,5
8535926,5
21969619,5
165250877,5
170583641,5
145311850,5
154605295,5
208696908,5
132656597,5
81352410,5
61350050,5
54186237,5
5263836,5
155381723,5
195265761,5
18381281,5
143598837,5
203547290,5
109770861,5
69961942,5
138785425,5
165044638,5
2801370,5
195861149,5
33542970,5
199320216,5
161233058,5
63476290,5
67146689,5
139743785,5
162523950,5
10179385,5
195990262,5
140392383,5
125285018,5
26214078,5
119596688,5
179883785,5
190609162,5
142195684,5
53075156,5
22584608,5
127793819,5
183463298,5
172381894,5
199318080,5
118141794,5
74730639,5
156999793,5
113959695,5
134071068,5
68033452,5
208700193,5
43432324,5
69583304,5
201539626,5
103715156,5
110870653,5
130117484,5
164811257,5
129395721,5
126599723,5
19753598,5
181653293,5
58528257,5
195838764,5
16443131,5
141930845,5
199248399,5
93547627,5
203610986,5
66240475,5
135251603,5
23489125,5
387321,5
203843904,5
89046712,5
53202838,5
160168780,5
168826002,5
182859309,5
18799352,5
98734014,5
131877153,5
203725545,5
133252619,5
7450683,5
200296452,5
62106077,5
58669780,5
129926259,5
34954176,5
27506723,5
74424517,5
170540896,5
159856050,5
187078022,5
84172679,5
54456685,5
44255855,5
506893,5
130912802,5
81234955,5
112458351,5
66708733,5
173550229,5
169379025,5
183392760,5
162566082,5
134180771,5
80007026,5
149462431,5
175992202,5
77211818,5
169593914,5
145275442,5
18654294,5
112531918,5
15651865,5
180451229,5
141581188,5
119344099,5
83761892,5
133310816,5
188285813,5
98617000,5
83541083,5
130089165,5
91688089,5
74685579,5
173455954,5
68836422,5
40367148,5
193454898,5
58471916,5
86826681,5
182366663,5
152252968,5
3114397,5
195802694,5
85459183,5
163099812,5
182864709,5
196068554,5
199319934,5
119354978,5
53613487,5
188313308,5
141972059,5
62717330,5
161745157,5
69910035,5
151958490,5
164788702,5
153876301,5
119594792,5
79755180,5
166133771,5
182853167,5
135251626,5
168765110,5
171100699,5
173455604,5
155144013,5
127443877,5
173199101,5
163353040,5
47911735,5
12112156,5
77268364,5
172103536,5
82176383,5
193454867,5
33542933,5
38160011,5
163352892,5
115752597,5
17908751,5
128286037,5
91370825,5
130100181,5
156947435,5
160352250,5
190792971,5
182889607,5
206464158,5
127663216,5
155280638,5
61360170,5
119358631,5
16525620,5
129127176,5
195862577,5
203588831,5
173312950,5
142966595,5
48704683,5
94264180,5
199335430,5
70609295,5
135041881,5
188690274,5
161753642,5
160865176,5
154364598,5
173458567,5
143568200,5
32812115,5
18584105,5
148057134,5
20131677,5
193459562,5
38605929,5
141936654,5
53068798,5
108113213,5
190784345,5
39230517,5
161969317,5
119779048,5
94036983,5
182844886,5
203549737,5
9364782,5
118549755,5
58201110,5
130113367,5
48058355,5
16293797,5
24394810,5
42496,5
77744614,5
172187763,5
168038709,5
140300284,5
73654505,5
70524712,5
508339,5
208836590,5
156995951,5
115763520,5
157923338,5
132930817,5
29987248,5
88484634,5
191994488,5
